"Codigo Legem";"Atividade";"Comentarios";"vara"
"84669";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"285906";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA EM 17/10/14. AGUARDANDO JULGAM";"17ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"310066";"ACORDO - FORMALIZADO";"Sentença Homologatória, pois o autor fez o pedido ";"1o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"142906";"SENTENÇA PROCEDENTE";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"195686";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"185126";"SENTENÇA - CONCLUSOS PARA";"Nesta data, faço conclusos os presentes autos a(o)";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"251186";"SENTENÇA - CONCLUSOS PARA";"Nenhuma descrição.";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"33203";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"298526";"SENTENÇA IMPROCEDENTE";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"315386";"CONTESTAÇÃO APRESENTADA";"Audiência realizada sem acordo. Aguardando sentenç";"7o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"315386";"SENTENÇA PARCIALMENTE PROCEDENTE";"Sentença Procedente em Parte.";"7o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"244626";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"121487";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Certifico que remeti os presentes autos ao Colégio";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"314887";"CONTESTAÇÃO APRESENTADA";"AUTOS CONCLUSOS AGUARDANDO SENTENÇA";"9a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"152927";"SENTENÇA PROCEDENTE";"AGUARDANDO TRÂNSITO.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"170630";"SENTENÇA - CONCLUSOS PARA";"PROCESSO AGUARDA JULGAMENTO.";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"281587";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"8º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"140846";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"23º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"266466";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"170209";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Recebo o recurso interposto nos autos, vez que tem";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"95207";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"21º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"95207";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"aguardando julgamento";"21º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"177527";"TRÂNSITO EM JULGADO";"05/05/14 14:08";"5º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"202446";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Sentença em anexo";"9º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"183746";"TRÂNSITO EM JULGADO";"AGUARDANDO";"VARA ÚNICA  - JUSTIÇA ESTADUAL - ESPECIAL"
"184007";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"290007";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO SENTENÇA.";"7ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"120509";"SENTENÇA IMPROCEDENTE";"";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"236227";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"RECURSO INTERPOSTO PELA PARTE AUTORA";"16º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"312026";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 31/07/2015";"2o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"286546";"SENTENÇA PROCEDENTE";"Isto posto, apreciando a impugnação do autor às ta";"23º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"281566";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AUDIÊNCIA DE INSTRUÇÃO DESIGNADA PARA DIA 15 de Ma";"6º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"174291";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"304966";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada sem acordo. Aguardando sentenç";"- PROCON - MUNICIPAL"
"285749";"SENTENÇA IMPROCEDENTE";"Nenhuma descrição.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"312306";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AGUARDAR JULGAMENTO.";"17a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"293326";"CONTESTAÇÃO APRESENTADA";"AGUARDANDO INTIMAÇÃO PARA RÉPLICA.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"295126";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA - NO AGUARDO!";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"157449";"SENTENÇA - CONCLUSOS PARA";"O processo está aguardando sentença desde a data d";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"307407";"CONTESTAÇÃO APRESENTADA";"Audiência Realizada.";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"307407";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do Recurso Inominado do Auto";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"307407";"SENTENÇA IMPROCEDENTE";"";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"307407";"EDcl - OPOSTOS PELO AUTOR/RÉU";"Embargos da parte autora.";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"139687";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"1o JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"240807";"TRÂNSITO EM JULGADO";"Trânsito em julgado em 14/08/2014. Aguardando Arqu";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"171089";"SENTENÇA IMPROCEDENTE";"Por todo o exposto, como expresso no corpo deste d";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"217468";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Nenhuma descrição.";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"302847";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 25/05/2015";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"178931";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso.";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"310668";"CONTESTAÇÃO APRESENTADA";"Audiência realizada, aguardando sentença.";"7o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"310668";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"7o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"313327";"CONTESTAÇÃO APRESENTADA";"AGUARDANDO REPLICA";"1a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"124413";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AUTOS CONCLUSOS AO REVISOR (Des. Fernando Tourinho";"6ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"251328";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"4º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"160146";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"270768";"TRÂNSITO EM JULGADO";"";"16º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"219546";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO DE APELAÇÃO.";"5ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"255806";"TRÂNSITO EM JULGADO";"Aguardando Trânsito";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"157706";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"234747";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"242558";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AUTOS REMETIDOS AO CJUS EM 16.04.2015 P/ REALIZAÇÃ";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"159028";"CONTESTAÇÃO APRESENTADA";"Concluso p/ sentença 20/02/14 13:43";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"292911";"SENTENÇA - CONCLUSOS PARA";"PROCESSO CONCLUSO AO MAGISTRADO EM 25/03/2015.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"243727";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"1º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"155867";"SENTENÇA - CONCLUSOS PARA";"";"2o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"170269";"TRÂNSITO EM JULGADO";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"260946";"CONTESTAÇÃO APRESENTADA";"INTIMAÇÃO DO AUTOR PARA CUMPRIR O ACÓRDÃO.";"VARA ÚNICA  - JUSTIÇA ESTADUAL - COMUM"
"177386";"SENTENÇA - CONCLUSOS PARA";"PROCESSO NÃO LOCALIZADO NO TJPB. VERIFICAR.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"255528";"TRÂNSITO EM JULGADO";"Realizada audiência de conciliação. Órgão não inve";"- PROCON - ESTADUAL"
"156826";"SENTENÇA - CONCLUSOS PARA";"";"1o JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"153368";"ALVARÁ LEVANTADO";"";"4º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"283087";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"PROTOCOLO DO RECURSO ADMINISTRATIVO.";"- PROCON - ESTADUAL"
"118392";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"294168";"SENTENÇA - CONCLUSOS PARA";"AUDIÊNCIA REALIZADA - DEFESA PROTOCOLADO - AGUARDA";"- PROCON - MUNICIPAL"
"123227";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"134386";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"309528";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA";"- PROCON - ESTADUAL"
"256986";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"1º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"286866";"CONTESTAÇÃO APRESENTADA";"PETIÇÃO REQUERENDO JULGAMENTO DO FEITO PROTOCOLADA";"9ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"114190";"SENTENÇA IMPROCEDENTE";"aguardando transito";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"250327";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"PROCESSO ARQUIVADO NO SITE, CONFORME ANEXO NA PAST";"4º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"175827";"ACORDO - FORMALIZADO";"Aguardando arquivamento";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"230767";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento de Recurso Administrativo";"- PROCON - MUNICIPAL"
"144168";"TRÂNSITO EM JULGADO";"";"1º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"281866";"SENTENÇA PROCEDENTE";"EX POSITIS, por tudo que dos autos consta, com bas";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"154526";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"1º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"314551";"ACORDO - FORMALIZADO";"PETIÇÃO REQUERENDO HOMOLOGAÇÃO DE ACORDO FIRMADO E";"7a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"141950";"ALVARÁ LEVANTADO";"";"10º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"159470";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"ACORDÃO AINDA NÃO PROFERIDO";"2a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"116433";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"aguardando encerramento";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"285706";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"285706";"SENTENÇA IMPROCEDENTE";"";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"204847";"SENTENÇA IMPROCEDENTE";"DISPOSITIVO



Com estas razões de decidir, JU";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"285586";"CONTESTAÇÃO APRESENTADA";"AUTOS CONCLUSOS PARA DESPACHO EM 03/02/2015.";"23ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"171148";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso.";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"137506";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"154988";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"3o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"172406";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso!";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"126786";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento de RI do autor";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"190587";"TRÂNSITO EM JULGADO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"116474";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"aguardando julgamento do recurso";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"295847";"TRÂNSITO EM JULGADO";"Aguardando Trânsito.";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"304175";"SENTENÇA - CONCLUSOS PARA";"Aguardando decisão.";"- PROCON - ESTADUAL"
"288246";"SENTENÇA - CONCLUSOS PARA";"Aguardando Sentença";"22º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"250746";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"158690";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso.";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"261286";"SENTENÇA PROCEDENTE";"DECISÃO INTERLOCUTÓRIA

\\\""Assim, percebe-se qu";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"158926";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"122368";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"160728";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"Arquivamento desde 18/09/14 16:27.";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"161907";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Certifico, para os devidos fins de direito, que ne";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"205147";"CONTESTAÇÃO APRESENTADA";"INTIMAÇÃO PARA FALAR SOBRE PROVAS A PRODUZIR.";"13ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"185567";"ACORDO - FORMALIZADO";"Aguardando homologação. Petição protocolada em 21/";"8º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"95226";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"ACORDÃO AINDA NÃO PROFERIDO";"34ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"309446";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AUTOS CONCLUSOS AGUARDANDO SE";"5a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"136651";"CONTESTAÇÃO APRESENTADA";"aguardando sentença";"2º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"157616";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"75587";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"311427";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Audiência 14.04.2015 não realizada devido a parali";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"311427";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 31/07/2015";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"314173";"CONTESTAÇÃO APRESENTADA";"Audiência realizada sem acordo. Aguardando decisão";"- PROCON - MUNICIPAL"
"171446";"EDcl - OPOSTOS PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DOS EMBARGOS DE DECLARAÇÃO.";"6ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"230746";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"193107";"TRÂNSITO EM JULGADO";"";"22º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"247907";"TRÂNSITO EM JULGADO";"Realizada Audiência. Formalizado Acordo.";"- PROCON - ESTADUAL"
"98269";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"aguardando transito";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"310087";"CONTESTAÇÃO APRESENTADA";"Realizada audiência. Aguardando decisão.";"- PROCON - MUNICIPAL"
"237166";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"5º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"170446";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"270447";"SENTENÇA - CONCLUSOS PARA";"DECORRIDO O PRAZO DO RÉU PARA SE MANIFESTAR SOBRE ";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"176266";"TRÂNSITO EM JULGADO";"";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"217747";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AGUARDAR SENTENÇA.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"125720";"TRÂNSITO EM JULGADO";"aguardando trânsito";"1º JEC ZONA SUL 2 - UNIDADE VII TERESI  - JUSTIÇA "
"297568";"CONTESTAÇÃO APRESENTADA";"autos conclusos aguardando despacho.";"1a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"259846";"SENTENÇA - CONCLUSOS PARA";"PROCESSO CONCLUSO PARA SENTENÇA EM 07/01/2015.";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"225732";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"298209";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"9º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"213349";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"150026";"SENTENÇA - CONCLUSOS PARA";"";"2o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"310546";"CONTESTAÇÃO APRESENTADA";"Audiência realizada e feito a leitura de sentença ";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"310546";"SENTENÇA PARCIALMENTE PROCEDENTE";"Sentença Parcialmente Procedente.";"3o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"162967";"SENTENÇA IMPROCEDENTE";"Certifico, para os devidos fins de direito, que os";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"154429";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"7º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"280809";"CONTESTAÇÃO APRESENTADA";"PETIÇÃO EM OUT/2014 - INFORMANDO O CUMPRIMENTO DA ";"7ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"307132";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA.";"- PROCON - ESTADUAL"
"219386";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AUTOS CONCLUSOS AGUARDANDO SE";"30ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"297993";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Redesignação da audiência de instrução e julgament";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"294809";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"RECURSO ESPECIAL AINDA NÃO JULGADO";"26ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"294809";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"PUBLICAÇÃO EM 20/04/2015.

INTIMAÇÃO DO AUTOR/RE";"26ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"284546";"SENTENÇA - CONCLUSOS PARA";"Aguardando Sentença";"4º JUIZADO ESPECIAL CRIMINAL  - JUSTIÇA ESTADUAL -"
"302012";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada. Aguardando sentença.";"6º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"121987";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"107930";"ACORDO - FORMALIZADO";"TRANSITO EM JULGADO AINDA NÃO CERTIFICADO";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"175166";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento de recurso.";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"314177";"SENTENÇA IMPROCEDENTE";"DECISÃO ADMINISTRATIVA - RECLAMAÇÃO IMPROCEDENTE";"- PROCON - MUNICIPAL"
"145127";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"306726";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada. Aguardando sentença.";"19o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - E"
"220593";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO REMESSA DOS AUTOS AO TRIBUNAL DE JUSTIÇ";"5ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"162211";"SENTENÇA - CONCLUSOS PARA";"Nesta data, faço conclusos os presentes autos a(o)";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"92466";"SENTENÇA IMPROCEDENTE";"aguardando transito";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"217227";"TRÂNSITO EM JULGADO";"REALIZADA AUDIÊNCIA. Acordo: O Reclamante ficou de";"- PROCON - MUNICIPAL"
